"lat.x","lon.x","year","eventDate","scientificName","weather_station_id","stname","lat.y","lon.y","address","city","state"
-15.596629,128.220083,2024,2024-04-25 07:43:00,"Poephila (Poephila) acuticauda","952140-99999","WYNDHAM AERO",-15.5,128.15,"Arthur Road, Wyndham, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Arthur Road","Western Australia"
-15.595553,130.319014,2024,2024-04-16 17:30:00,"Poephila (Poephila) acuticauda","941300-99999","BRADSHAW",-14.95,130.8,"Bradshaw, Victoria Daly Region, Northern Territory, 0852, Australia","Bradshaw","Northern Territory"
-15.578578,128.141109,2024,2024-05-30 12:30:00,"Poephila (Poephila) acuticauda","952140-99999","WYNDHAM AERO",-15.5,128.15,"Arthur Road, Wyndham, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Arthur Road","Western Australia"
-15.578578,128.141109,2024,2024-05-23 06:49:00,"Poephila (Poephila) acuticauda","952140-99999","WYNDHAM AERO",-15.5,128.15,"Arthur Road, Wyndham, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Arthur Road","Western Australia"
-15.578578,128.141109,2024,2024-05-29 10:40:00,"Poephila (Poephila) acuticauda","952140-99999","WYNDHAM AERO",-15.5,128.15,"Arthur Road, Wyndham, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Arthur Road","Western Australia"
-15.578578,128.141109,2024,2024-05-28 11:41:00,"Poephila (Poephila) acuticauda","952140-99999","WYNDHAM AERO",-15.5,128.15,"Arthur Road, Wyndham, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Arthur Road","Western Australia"
-15.576858,128.140757,2024,2024-04-01 06:07:00,"Poephila (Poephila) acuticauda","952140-99999","WYNDHAM AERO",-15.5,128.15,"Arthur Road, Wyndham, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Arthur Road","Western Australia"
-15.574327,133.21634,2024,2024-04-07 07:43:00,"Poephila (Poephila) acuticauda","942340-99999","DALY WATERS AWS",-16.25,133.367,"Kalala, Daly Waters, Roper Gulf Region, Northern Territory, Australia","Kalala","Northern Territory"
-15.574327,133.21634,2024,2024-04-07 07:43:00,"Poephila (Poephila) acuticauda","942340-99999","DALY WATERS AWS",-16.25,133.367,"Kalala, Daly Waters, Roper Gulf Region, Northern Territory, Australia","Kalala","Northern Territory"
-15.570137,128.210011,2024,2024-04-20 06:26:00,"Poephila (Poephila) acuticauda","952140-99999","WYNDHAM AERO",-15.5,128.15,"Arthur Road, Wyndham, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Arthur Road","Western Australia"
-15.56777,130.36666,2024,2024-05-20 10:30:00,"Poephila (Poephila) acuticauda","941300-99999","BRADSHAW",-14.95,130.8,"Bradshaw, Victoria Daly Region, Northern Territory, 0852, Australia","Bradshaw","Northern Territory"
-15.56666,128.28333,2024,2024-05-12 08:35:00,"Poephila (Poephila) acuticauda","952140-99999","WYNDHAM AERO",-15.5,128.15,"Arthur Road, Wyndham, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Arthur Road","Western Australia"
-15.56666,128.28333,2024,2024-05-12 08:35:00,"Poephila (Poephila) acuticauda","952140-99999","WYNDHAM AERO",-15.5,128.15,"Arthur Road, Wyndham, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Arthur Road","Western Australia"
-15.56122,128.203361,2024,2024-04-18 13:07:00,"Poephila (Poephila) acuticauda","952140-99999","WYNDHAM AERO",-15.5,128.15,"Arthur Road, Wyndham, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Arthur Road","Western Australia"
